cha_id,cha_lib,cha_long,mf1_hd,mf1_debit,mf1_taux,mf1_vit,tc1_temps,couleur_tp,etat_trafic,geo_shape,geo_point_2d
131,Carnot I1,116,2021-10-13T17:54:00+00:00,-1,-1.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.544977609952653, 47.21488784092883], [-1.544215136325019, 47.213979673856755]]}","47.2144337574, -1.54459637314"
427,Corot,271,2021-10-13T17:54:00+00:00,120,2.9,17,58,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.584701976516553, 47.2225658474836], [-1.587540708021888, 47.22405732344086]]}","47.2233115855, -1.58612134227"
6126,Clisson P4,482,2021-10-13T17:54:00+00:00,240,4.1,16,111,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.516856331184103, 47.18961408424261], [-1.510522532451196, 47.18918089487012]]}","47.1893974896, -1.51368943182"
5130,Briand P1,305,2021-10-13T17:54:00+00:00,720,14.1,17,64,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.54283471047118, 47.21177460330223], [-1.540838519102093, 47.20938696200512]]}","47.2105807827, -1.54183661479"
7124,De Gaulle P1,193,2021-10-13T17:54:00+00:00,240,4.1,16,44,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.53873794251768, 47.20672625906153], [-1.537495458250051, 47.20520784948806]]}","47.2059670543, -1.53811670038"
1120,Grand Maison I2,496,2021-10-13T17:54:00+00:00,360,3.7,15,119,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.510936055977905, 47.18575264937489], [-1.508950608977937, 47.18438673419633], [-1.507379550488498, 47.183205074740734], [-1.506535125301965, 47.18244697784141]]}","47.1841532387, -1.5086940471"
5577,Gabory P2,467,2021-10-13T17:54:00+00:00,480,6.6,19,87,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.530775925510181, 47.19714044833384], [-1.527726375734233, 47.19348264837447]]}","47.1953115484, -1.52925115062"
5129,Clemenceau P1,413,2021-10-13T17:54:00+00:00,360,6.6,17,89,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.537299382178442, 47.20500909940166], [-1.534606508593863, 47.20177388476209]]}","47.2033914921, -1.53595294539"
1078,Joliot Curie I2,248,2021-10-13T17:54:00+00:00,300,3.7,21,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.535509769801386, 47.195864939082725], [-1.532573417289508, 47.194865688587036]]}","47.1953653138, -1.53404159355"
248,Vendee I4,451,2021-10-13T17:54:00+00:00,960,9.1,23,71,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.525216749791064, 47.19107175006949], [-1.52225479905315, 47.1875481246028]]}","47.1893099373, -1.52373577442"
5212,Gabory P1,203,2021-10-13T17:54:00+00:00,420,6.6,17,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.532214192239221, 47.198880390365964], [-1.5309103219831, 47.19728246223682]]}","47.1980814263, -1.53156225711"
237,Joliot Curie I1,367,2021-10-13T17:54:00+00:00,360,3.7,21,64,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.532603545044563, 47.194863644760595], [-1.528274798805791, 47.19336312550489]]}","47.1941133851, -1.53043917193"
1081,Bourdonnieres P1,245,2021-10-13T17:54:00+00:00,0,0.0,37,24,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.518079580105606, 47.18978571807633], [-1.518676659056247, 47.188996993996504], [-1.519284903248781, 47.18825845378248], [-1.519733958327523, 47.18789464841556]]}","47.1888008158, -1.51886562304"
81,Schuman I4,284,2021-10-13T17:54:00+00:00,540,7.5,18,58,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.569572243703948, 47.23826280746303], [-1.567597057776382, 47.236089495126734]]}","47.2371761513, -1.56858465074"
238,Herses I1,202,2021-10-13T17:54:00+00:00,240,3.3,15,47,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.528274798805791, 47.19336312550489], [-1.525905383403418, 47.19251804415409]]}","47.1929405848, -1.5270900911"
6081,Bourdonnieres I3,250,2021-10-13T17:54:00+00:00,120,1.2,14,66,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.51785754763365, 47.18972917264941], [-1.518383957867729, 47.18894694249294], [-1.519031147315181, 47.18816066620452], [-1.519463176212517, 47.18777060330384]]}","47.1887099368, -1.51861350734"
5390,Courbet P,345,2021-10-13T17:54:00+00:00,360,5.0,20,63,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.555525566773603, 47.23090284431057], [-1.55553039969025, 47.23090680863786], [-1.55506873814147, 47.23059941808987], [-1.554848973763193, 47.23045205578786], [-1.554384522519076, 47.23014785253405], [-1.553493010521901, 47.22957429469857], [-1.552239411213178, 47.22877045616019], [-1.552238049838629, 47.228772565842576]]}","47.2298337333, -1.5538903276"
1124,Clisson I6,442,2021-10-13T17:54:00+00:00,360,2.5,24,67,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.523162669366695, 47.191700903830345], [-1.518855204823417, 47.190257118344086], [-1.517890038358338, 47.1899912112593]]}","47.1908246477, -1.52053288589"
235,St Jacques I2,166,2021-10-13T17:54:00+00:00,300,5.0,14,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.539299457828861, 47.197253320729025], [-1.537422520418196, 47.19648269958706]]}","47.1968680102, -1.53836098912"
5334,Pont de l'Arche,438,2021-10-13T17:54:00+00:00,120,1.0,19,84,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.532249059281685, 47.216514908709186], [-1.530438976169168, 47.21741044196788], [-1.53127062813342, 47.219759951370236]]}","47.2178589586, -1.53107377431"
1168,Liberation I3,111,2021-10-13T17:54:00+00:00,240,3.7,18,22,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.546056705016202, 47.19261240750262], [-1.546928913733066, 47.19180289993681]]}","47.1922076537, -1.54649280937"
1123,Clisson I7,226,2021-10-13T17:54:00+00:00,120,1.2,20,41,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.525905383403418, 47.19251804415409], [-1.523162669366695, 47.191700903830345]]}","47.192109474, -1.52453402639"
761,Guist'hau I5,60,2021-10-13T17:54:00+00:00,240,5.4,11,19,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.563753966594625, 47.21542504264479], [-1.563100088556848, 47.21511800008506]]}","47.2152715214, -1.56342702758"
1006,Republique I1,392,2021-10-13T17:54:00+00:00,60,0.4,16,87,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.546928913733066, 47.19180289993681], [-1.546100648063806, 47.18831416023246]]}","47.1900585301, -1.5465147809"
5545,Pas Enchantes P2,507,2021-10-13T17:54:00+00:00,480,9.1,16,116,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.522807261997767, 47.20484744473158], [-1.521700315048089, 47.20522297053805], [-1.521128767074405, 47.205485628594666], [-1.520687359237265, 47.20572638513669], [-1.519972270773687, 47.206140366937916], [-1.519144547920958, 47.20663034351016], [-1.518560260398349, 47.20696874000068], [-1.518117790697091, 47.207195075279856], [-1.517373981896449, 47.20748411332767]]}","47.2061205063, -1.52007087559"
5404,Guist'hau P2,111,2021-10-13T17:54:00+00:00,120,1.6,11,35,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.564745674853139, 47.21629437500039], [-1.563558736971797, 47.21569684547867]]}","47.2159956102, -1.56415220591"
1011,Michel P1,288,2021-10-13T17:54:00+00:00,240,2.9,19,54,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.550040108275872, 47.18884995500311], [-1.549059056399224, 47.18855491571652], [-1.548064468999854, 47.18830263227468], [-1.547313660796643, 47.188239210489925], [-1.546401534925469, 47.18816368045325]]}","47.1884162321, -1.5482376893"
1179,Malraux P2,207,2021-10-13T17:54:00+00:00,480,6.2,16,46,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.553109107770158, 47.19240336662996], [-1.553002906252003, 47.19192093351292], [-1.552860251203552, 47.19164507700659], [-1.552701151455121, 47.191351201631406], [-1.552352543542965, 47.19107404346506], [-1.55186590434506, 47.19083456462384]]}","47.1914954871, -1.55264225784"
352,Strasbourg I1,245,2021-10-13T17:54:00+00:00,360,32.9,8,115,5,Saturé,"{""type"": ""LineString"", ""coordinates"": [[-1.554000781535536, 47.219998864972915], [-1.552361186976345, 47.218090537396776]]}","47.2190447012, -1.55318098426"
1005,Liberation I2,163,2021-10-13T17:54:00+00:00,0,100.0,37,16,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.54787063015697, 47.19157611951448], [-1.549339346014304, 47.19049778909004]]}","47.1910369543, -1.54860498809"
184,Roch I2,318,2021-10-13T17:54:00+00:00,360,7.9,17,68,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.550508006453308, 47.20394406157885], [-1.546673373096564, 47.20511866770503]]}","47.2045313646, -1.54859068977"
5352,Strasbourg P3,247,2021-10-13T17:54:00+00:00,420,4.5,22,41,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.55368036261923, 47.22009119998861], [-1.552018578754572, 47.21816917061857]]}","47.2191301853, -1.55284947069"
1167,Liberation I1,190,2021-10-13T17:54:00+00:00,60,1.2,16,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.549339346014304, 47.19049778909004], [-1.550040108275872, 47.18884995500311]]}","47.189673872, -1.54968972715"
794,Clemenceau I1,338,2021-10-13T17:54:00+00:00,720,9.1,20,60,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.534268988258087, 47.20190079535728], [-1.532070174650663, 47.19925463716438]]}","47.2005777163, -1.53316958145"
185,Roch I1,279,2021-10-13T17:54:00+00:00,600,12.5,15,67,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.550792145159952, 47.20366618513175], [-1.553288717963382, 47.20181120535645]]}","47.2027386952, -1.55204043156"
239,Commune I1,375,2021-10-13T17:54:00+00:00,360,7.0,17,81,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.550184315038168, 47.188626328621986], [-1.55221761517801, 47.18554973827618]]}","47.1870880334, -1.55120096511"
212,Gabory I2,203,2021-10-13T17:54:00+00:00,840,10.8,20,37,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.531887382688003, 47.199029636017215], [-1.530590623204067, 47.19742527453077]]}","47.1982274553, -1.53123900295"
5792,Bd Schoelcher,298,2021-10-13T17:54:00+00:00,240,1.2,22,49,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.561760024822604, 47.19564514528546], [-1.562271628047989, 47.192984119159064]]}","47.1943146322, -1.56201582644"
136,Audibert I,187,2021-10-13T17:54:00+00:00,660,13.3,12,56,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.547526278422285, 47.20712788139172], [-1.54854334141867, 47.20866514488627]]}","47.2078965131, -1.54803480992"
228,Patton I,178,2021-10-13T17:54:00+00:00,240,2.9,18,35,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.546745608716281, 47.21539890271304], [-1.546531342245375, 47.215472163118996], [-1.546291543060939, 47.21554834717652], [-1.546192402564416, 47.2156012177073], [-1.545748069993147, 47.21575961885481], [-1.545389138000204, 47.21594712952904], [-1.544902444191911, 47.21635666808067]]}","47.2158039465, -1.5457828088"
1000,De Gaulle (R) I1,349,2021-10-13T17:54:00+00:00,300,1.2,29,44,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.557455356506108, 47.192303984197075], [-1.562038663362391, 47.19263290522525]]}","47.1924684447, -1.55974700993"
202,Hugo I3,209,2021-10-13T17:54:00+00:00,240,2.9,20,37,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.550508006453308, 47.20394406157885], [-1.548245943094975, 47.20285845959019]]}","47.2034012606, -1.54937697477"
5149,3 Continents I,478,2021-10-13T17:54:00+00:00,300,3.3,21,83,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.560901993789439, 47.19991112644543], [-1.561760024822604, 47.19564514528546]]}","47.1977781359, -1.56133100931"
792,Schoelcher P2,478,2021-10-13T17:54:00+00:00,420,2.05,20,84,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.560748285488586, 47.19844484983188], [-1.56154099780555, 47.194175918557164]]}","47.1963103842, -1.56114464165"
328,Hugo I2,229,2021-10-13T17:54:00+00:00,180,1.0,19,44,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.548245943094975, 47.20285845959019], [-1.545811467865371, 47.201627971678576]]}","47.2022432156, -1.54702870548"
760,Cassini,75,2021-10-13T17:54:00+00:00,360,7.5,14,20,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.563753966594625, 47.21542504264479], [-1.564345935738683, 47.2148828694995]]}","47.2151539561, -1.56404995117"
1015,De Gaulle (R) I4,248,2021-10-13T17:54:00+00:00,720,6.6,21,42,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.545356100144823, 47.19441085929725], [-1.548422698194024, 47.19361404746547]]}","47.1940124534, -1.54688939917"
2124,De Gaulle I1,216,2021-10-13T17:54:00+00:00,840,19.1,14,56,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.538434532464099, 47.20709452408363], [-1.537052527377726, 47.20538474626912]]}","47.2062396352, -1.53774352992"
5354,Strasbourg P1,224,2021-10-13T17:54:00+00:00,600,14.1,17,48,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.550482929591133, 47.21641828511741], [-1.549044377079214, 47.21464759759448]]}","47.2155329414, -1.54976365334"
275,Thomas,255,2021-10-13T17:54:00+00:00,-1,-1.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.576284247072263, 47.2242491267181], [-1.577823599165513, 47.22220633098342]]}","47.2232277289, -1.57705392312"
5797,Briand P2,304,2021-10-13T17:54:00+00:00,660,11.2,18,61,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.540838519102093, 47.20938696200512], [-1.538886010387955, 47.20699369363348]]}","47.2081903278, -1.53986226475"
6013,Malraux I1,212,2021-10-13T17:54:00+00:00,0,0.0,33,23,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.551382601222054, 47.1894113959049], [-1.551339283419249, 47.18991951507773], [-1.551549412818005, 47.19031176261191], [-1.552066860676562, 47.19064204053755], [-1.552682805201714, 47.19091120478803]]}","47.1903104162, -1.55180411775"
5791,Anglais I1,183,2021-10-13T17:54:00+00:00,480,7.9,19,34,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.584231664553321, 47.22245182907223], [-1.583879340520018, 47.22316241005282], [-1.58346392741166, 47.22388029479651], [-1.583403176657787, 47.22400206123764]]}","47.2232317223, -1.58382633446"
149,3 Continents P,169,2021-10-13T17:54:00+00:00,1080,7.05,10,59,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.56040655415099, 47.199947492824265], [-1.560748285488586, 47.19844484983188]]}","47.1991961713, -1.56057741982"
1002,De Gaulle (R) I2,330,2021-10-13T17:54:00+00:00,900,9.1,23,52,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.553109107770158, 47.19240336662996], [-1.555792371790984, 47.192249779667485], [-1.557455356506108, 47.192303984197075]]}","47.192307573, -1.5552816652"
6172,Priou P2,462,2021-10-13T17:54:00+00:00,720,7.5,21,79,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.497713582064341, 47.17996015617942], [-1.494862151488098, 47.179674213597316], [-1.492778004254452, 47.17945399056831], [-1.491274696286337, 47.179284222917346]]}","47.1796305592, -1.49449325118"
410,Bodiguel,271,2021-10-13T17:54:00+00:00,0,0.0,41,24,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.562031167285319, 47.22191714854949], [-1.561747707456782, 47.221976267345006], [-1.558460062506521, 47.22202447940001]]}","47.2219960298, -1.56024840342"
351,Hotel de Ville P1,125,2021-10-13T17:54:00+00:00,180,7.5,9,50,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.553995232653719, 47.217881633451235], [-1.553357135798347, 47.217957863533435], [-1.552361186976345, 47.218090537396776]]}","47.2179834543, -1.55317787742"
206,Progres P,164,2021-10-13T17:54:00+00:00,60,1.6,18,32,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.537034863539702, 47.214720688950926], [-1.538812217999708, 47.21387773900184]]}","47.214299214, -1.53792354077"
5041,Goncourt I,179,2021-10-13T17:54:00+00:00,660,11.6,13,49,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.564658411450027, 47.233332728774414], [-1.562582694784508, 47.23411805190039]]}","47.2337253903, -1.56362055312"
6015,De Gaulle (R) P1,325,2021-10-13T17:54:00+00:00,240,2.5,22,54,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.544428808329568, 47.19492089847114], [-1.548460602320881, 47.19390685622303]]}","47.1944138773, -1.54644470533"
5209,Berlin I2,215,2021-10-13T17:54:00+00:00,240,2.9,20,38,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.530057820490585, 47.21551015210009], [-1.532651256236435, 47.21631773305154]]}","47.2159139426, -1.53135453836"
334,Pont de l'Arche,396,2021-10-13T17:54:00+00:00,420,6.2,17,86,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.532594453326237, 47.21674683333411], [-1.530973124074835, 47.21750911790349], [-1.531817556099117, 47.21965801326436]]}","47.2179475815, -1.53156506312"
273,Pageot P2,202,2021-10-13T17:54:00+00:00,-1,-1.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.57585351213134, 47.224179133979945], [-1.573458931157317, 47.223371936628695]]}","47.2237755353, -1.57465622164"
10104,Mollet P3,161,2021-10-13T17:54:00+00:00,0,0.0,14,40,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.552811159483505, 47.25067434163106], [-1.553117824298048, 47.24984882056099], [-1.553355765824488, 47.24926604232308]]}","47.2499680624, -1.5530779991"
428,Marceau,50,2021-10-13T17:54:00+00:00,0,0.0,36,5,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.563397671032977, 47.2156063310196], [-1.563000193254594, 47.21597062397714]]}","47.2157884775, -1.56319893214"
5177,Pageot I2,498,2021-10-13T17:54:00+00:00,-1,-1.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.581905613608475, 47.226571846026], [-1.581313642271603, 47.22645163190379], [-1.580336426808951, 47.22607621461956], [-1.579358170111012, 47.22568637832774], [-1.5786718412211, 47.22527010752405], [-1.577950098554644, 47.22482511080214], [-1.576222555737931, 47.22444108947187]]}","47.2254799453, -1.5790686321"
64,Coty I3,279,2021-10-13T17:54:00+00:00,420,5.4,19,52,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.58200756579327, 47.207741375814315], [-1.578530829894651, 47.20691125084363]]}","47.2073263133, -1.58026919784"
5185,Roch P2,332,2021-10-13T17:54:00+00:00,420,2.65,19,62,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.551059163007068, 47.20388212585863], [-1.554009953498542, 47.20167334368211]]}","47.2027777348, -1.55253455825"
66,Dervallieres I1,203,2021-10-13T17:54:00+00:00,600,17.5,13,57,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.58437053791141, 47.22215610893002], [-1.581715000848507, 47.2224187498688]]}","47.2222874294, -1.58304276938"
770,Felibien I2,123,2021-10-13T17:54:00+00:00,120,3.3,16,28,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.563804393460143, 47.220853126153905], [-1.562178844166382, 47.22088852294329]]}","47.2208708245, -1.56299161881"
6000,De Gaulle (R) P4,324,2021-10-13T17:54:00+00:00,360,1.6,29,40,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.557507398873967, 47.19264481264493], [-1.561767450084134, 47.19296197149403]]}","47.1928033921, -1.55963742448"
5045,Fraternite I1,354,2021-10-13T17:54:00+00:00,120,5.8,11,114,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.584914060462443, 47.222111818818526], [-1.585406428436242, 47.221225172579736], [-1.585761507564053, 47.22061458599591], [-1.586002881905579, 47.220188450825695], [-1.586579371805889, 47.21912763884029]]}","47.2206219823, -1.58575078169"
768,Guist'hau I2,258,2021-10-13T17:54:00+00:00,420,5.4,19,48,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.568973061043073, 47.21837800144911], [-1.568852645341476, 47.21801472926428], [-1.568728572238323, 47.217933287016415], [-1.566552409312869, 47.216855424017524]]}","47.2175271324, -1.56786269675"
272,Schoelcher P1,140,2021-10-13T17:54:00+00:00,540,2.65,20,25,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.561764376368278, 47.19291976787831], [-1.56154099780555, 47.194175918557164]]}","47.1935478432, -1.56165268709"
209,Berlin P2,235,2021-10-13T17:54:00+00:00,300,3.7,21,40,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.529510554513014, 47.215543991503836], [-1.529895036933759, 47.215793185889545], [-1.532249059281685, 47.216514908709186]]}","47.2160778834, -1.53085722538"
786,Verne I5,240,2021-10-13T17:54:00+00:00,600,8.3,18,47,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.531068342023859, 47.23895834798472], [-1.53264118085135, 47.237077115560254]]}","47.2380177318, -1.53185476144"
276,Serpette,493,2021-10-13T17:54:00+00:00,-1,-1.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.575758358970116, 47.224348498785645], [-1.574909959749082, 47.22587869775248], [-1.574404830195884, 47.228665435025896]]}","47.2264478114, -1.57491583122"
5350,Marcel Paul I2,133,2021-10-13T17:54:00+00:00,180,2.9,16,30,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.536810038139773, 47.21445995977512], [-1.536345246576311, 47.21398028396317], [-1.536368221504982, 47.21335626186021]]}","47.2139534799, -1.53647090406"
110,Verne I7,251,2021-10-13T17:54:00+00:00,540,7.5,24,38,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.533524089992741, 47.23602593670657], [-1.535169527323707, 47.23406173967441]]}","47.2350438382, -1.53434680866"
5069,Chabas P1,184,2021-10-13T17:54:00+00:00,360,5.8,18,36,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.58721065542281, 47.22226273390517], [-1.584793620270173, 47.22243167813098]]}","47.222347206, -1.58600213785"
350,Marcel Paul P1,143,2021-10-13T17:54:00+00:00,180,5.0,13,39,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.536600720550462, 47.214559863714534], [-1.536142717639606, 47.214090277663914], [-1.53616428695662, 47.21336311587316]]}","47.2140104153, -1.53625696961"
784,Buat P5,246,2021-10-13T17:54:00+00:00,240,3.3,15,60,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.541762098809451, 47.227373409045065], [-1.539935223092645, 47.229210710229175]]}","47.2282920596, -1.54084866095"
1172,Priou I4,362,2021-10-13T17:54:00+00:00,540,7.5,20,65,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.49759290717229, 47.180177662140686], [-1.49398934682448, 47.17981723579697], [-1.492378723069497, 47.17964533866315], [-1.491159077431286, 47.17951505124267]]}","47.1798516645, -1.49437544346"
5356,Marcel Paul P2,202,2021-10-13T17:54:00+00:00,180,2.9,21,34,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.536855237045726, 47.214812372170194], [-1.538271319806216, 47.21636210143994]]}","47.2155872368, -1.53756327843"
783,Buat P7,174,2021-10-13T17:54:00+00:00,420,10.0,16,40,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.543455951482104, 47.225374420453214], [-1.5445306946818, 47.22398751440714]]}","47.2246809674, -1.54399332308"
5206,Progres I,149,2021-10-13T17:54:00+00:00,240,3.7,17,32,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.536810038139773, 47.21445995977512], [-1.538438596073758, 47.21369527973615]]}","47.2140776198, -1.53762431711"
527,Sarrebruck P4,304,2021-10-13T17:54:00+00:00,1140,14.1,21,53,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.532789767459447, 47.21333304738795], [-1.531537105402544, 47.21334930661019], [-1.530988872647995, 47.21339040934637], [-1.52881830395247, 47.213675804000054]]}","47.2134503887, -1.53080003436"
782,Buat P8,318,2021-10-13T17:54:00+00:00,360,5.8,18,63,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.5445306946818, 47.22398751440714], [-1.545377375410582, 47.22290236175588], [-1.546918980227679, 47.22164726100728]]}","47.2227535261, -1.54565963779"
5310,Picasso I,357,2021-10-13T17:54:00+00:00,180,1.6,19,66,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.536600720550462, 47.214559863714534], [-1.532651256236435, 47.21631773305154]]}","47.2154387984, -1.53462598839"
1001,De Gaulle (R) I3,379,2021-10-13T17:54:00+00:00,540,5.4,23,59,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.548422698194024, 47.19361404746547], [-1.551479621435523, 47.19281025416515], [-1.551889047513455, 47.19271594635107], [-1.553109107770158, 47.19240336662996]]}","47.193003397, -1.55076455664"
159,Faure I1,247,2021-10-13T17:54:00+00:00,-1,-1.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.567888974734392, 47.23151764557992], [-1.5687039085782, 47.22935919366048]]}","47.2304384196, -1.56829644166"
310,Picasso P,314,2021-10-13T17:54:00+00:00,480,8.3,14,79,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.536855237045726, 47.214812372170194], [-1.533396546759433, 47.216383511450125]]}","47.2155979418, -1.5351258919"
87,Coty I2,326,2021-10-13T17:54:00+00:00,420,4.1,21,55,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.586084953386901, 47.20868716326551], [-1.58200756579327, 47.207741375814315]]}","47.2082142695, -1.58404625959"
397,Faure I2,174,2021-10-13T17:54:00+00:00,-1,-1.0,-1,-1,2,Indéterminé,"{""type"": ""LineString"", ""coordinates"": [[-1.5687039085782, 47.22935919366048], [-1.569268396564256, 47.22783763904637]]}","47.2285984164, -1.56898615257"
5525,Mollet P4,204,2021-10-13T17:54:00+00:00,720,9.1,19,38,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.552108524187778, 47.25245221551724], [-1.55250401804426, 47.25141010481256], [-1.552811159483505, 47.25067434163106]]}","47.2515604633, -1.55245277459"
137,Allende I2,127,2021-10-13T17:54:00+00:00,540,5.8,13,34,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.575692923499729, 47.20642978566783], [-1.57531305677781, 47.20645300277847], [-1.574866721113731, 47.20651975110785], [-1.574050011927779, 47.206677493551155]]}","47.2065322072, -1.57486864049"
71,Vannes I10,114,2021-10-13T17:54:00+00:00,600,10.4,10,41,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.577780721076294, 47.23319125926304], [-1.576553145343858, 47.23258387805008]]}","47.2328875687, -1.57716693321"
6001,De Gaulle (R) P2,387,2021-10-13T17:54:00+00:00,780,6.6,22,63,3,Fluide,"{""type"": ""LineString"", ""coordinates"": [[-1.548460602320881, 47.19390685622303], [-1.553252962995028, 47.19269569255947]]}","47.1933012744, -1.55085678266"
432,Fosse I3,79,2021-10-13T17:54:00+00:00,1200,21.45,19,15,4,Dense,"{""type"": ""LineString"", ""coordinates"": [[-1.566908862343513, 47.20874713463781], [-1.565951867858404, 47.20903752472861]]}","47.2088923297, -1.5664303651"
